city,latitude,longtitude,date,temperature_max,temperature_min,precipitation_sum,precipitation_probability_max,wind_speed_max,wind_gusts_max,weather_code,extracted_at
Bir Jdid,33.3737,-8.0002,2026-09-24,29.5,18.8,0.0,0,15.2,31.0,0,2026-09-21 00:13:32.380669
Bir Jdid,33.3737,-8.0002,2026-09-25,29.3,18.4,0.0,0,19.7,38.9,45,2026-09-21 00:13:32.380669
Bir Jdid,33.3737,-8.0002,2026-09-26,28.0,18.6,0.0,0,16.1,34.2,45,2026-09-21 00:13:32.380669
Bir Jdid,33.3737,-8.0002,2026-09-27,26.2,19.4,0.0,4,15.8,30.6,45,2026-09-21 00:13:32.380669
Bou Arfa,32.531,-1.9631,2026-09-21,27.9,15.5,0.0,0,18.8,29.2,3,2026-09-21 00:13:32.604489
Bou Arfa,32.531,-1.9631,2026-09-22,26.5,15.1,0.0,3,12.0,18.4,3,2026-09-21 00:13:32.604489
Bou Arfa,32.531,-1.9631,2026-09-23,27.6,14.0,0.0,0,10.8,15.8,1,2026-09-21 00:13:32.604489
Bou Arfa,32.531,-1.9631,2026-09-24,28.5,14.5,0.0,0,15.9,24.5,2,2026-09-21 00:13:32.604489
Bou Arfa,32.531,-1.9631,2026-09-25,27.9,16.3,0.0,2,16.0,28.1,2,2026-09-21 00:13:32.604489
Bou Arfa,32.531,-1.9631,2026-09-26,25.8,16.2,1.8,7,12.2,25.6,80,2026-09-21 00:13:32.604489
Bou Arfa,32.531,-1.9631,2026-09-27,27.1,14.2,1.2,13,21.7,34.9,3,2026-09-21 00:13:32.604489
Tahannawt,31.3514,-7.9508,2026-09-21,33.8,22.5,0.0,10,21.2,42.5,3,2026-09-21 00:13:32.923324
Tahannawt,31.3514,-7.9508,2026-09-22,33.3,19.9,0.0,0,16.6,31.0,0,2026-09-21 00:13:32.923324
Tahannawt,31.3514,-7.9508,2026-09-23,32.7,18.9,0.0,0,13.0,25.2,0,2026-09-21 00:13:32.923324
Tahannawt,31.3514,-7.9508,2026-09-24,32.5,18.6,0.0,0,13.6,25.6,1,2026-09-21 00:13:32.923324
Tahannawt,31.3514,-7.9508,2026-09-25,32.9,19.0,0.0,0,15.3,28.4,3,2026-09-21 00:13:32.923324
Tahannawt,31.3514,-7.9508,2026-09-26,30.1,19.5,0.0,0,13.1,28.4,3,2026-09-21 00:13:32.923324
Tahannawt,31.3514,-7.9508,2026-09-27,29.5,18.0,0.0,7,14.1,26.3,3,2026-09-21 00:13:32.923324
Arfoud,31.4361,-4.2328,2026-09-21,33.0,20.5,0.1,18,11.3,20.5,3,2026-09-21 00:13:33.228950
Arfoud,31.4361,-4.2328,2026-09-22,32.2,21.2,0.0,0,9.8,15.5,3,2026-09-21 00:13:33.228950
Arfoud,31.4361,-4.2328,2026-09-23,31.3,20.0,0.0,0,11.5,18.4,2,2026-09-21 00:13:33.228950
Arfoud,31.4361,-4.2328,2026-09-24,32.4,21.4,0.0,0,11.6,19.8,2,2026-09-21 00:13:33.228950
Arfoud,31.4361,-4.2328,2026-09-25,33.5,22.4,0.0,0,12.6,20.9,3,2026-09-21 00:13:33.228950
Arfoud,31.4361,-4.2328,2026-09-26,31.5,23.6,0.0,8,20.5,35.3,3,2026-09-21 00:13:33.228950
Arfoud,31.4361,-4.2328,2026-09-27,30.0,20.3,0.0,8,14.5,23.8,3,2026-09-21 00:13:33.228950
Tahla,34.05,-4.42,2026-09-21,33.3,20.1,0.0,0,16.4,31.7,1,2026-09-21 00:13:33.430904
Tahla,34.05,-4.42,2026-09-22,32.3,18.6,0.0,0,10.5,20.5,2,2026-09-21 00:13:33.430904
Tahla,34.05,-4.42,2026-09-23,33.0,17.9,0.0,0,19.2,36.4,2,2026-09-21 00:13:33.430904
Tahla,34.05,-4.42,2026-09-24,33.5,18.5,0.0,0,20.3,40.3,0,2026-09-21 00:13:33.430904
Tahla,34.05,-4.42,2026-09-25,34.6,17.3,0.0,0,20.5,40.1,1,2026-09-21 00:13:33.430904
Tahla,34.05,-4.42,2026-09-26,34.2,17.9,0.0,0,19.2,41.4,3,2026-09-21 00:13:33.430904
Tahla,34.05,-4.42,2026-09-27,29.0,18.1,0.0,3,11.3,21.6,3,2026-09-21 00:13:33.430904
Missour,33.05,-3.9908,2026-09-21,30.2,17.8,0.0,0,23.7,38.2,45,2026-09-21 00:13:33.638956
Missour,33.05,-3.9908,2026-09-22,29.8,16.1,0.0,0,21.4,32.8,1,2026-09-21 00:13:33.638956
Missour,33.05,-3.9908,2026-09-23,31.0,14.7,0.0,0,22.4,34.2,2,2026-09-21 00:13:33.638956
Missour,33.05,-3.9908,2026-09-24,31.7,15.8,0.0,0,32.3,50.8,1,2026-09-21 00:13:33.638956
Missour,33.05,-3.9908,2026-09-25,30.7,15.6,0.0,0,25.4,39.3,3,2026-09-21 00:13:33.638956
Missour,33.05,-3.9908,2026-09-26,31.2,16.5,0.0,0,10.3,20.9,3,2026-09-21 00:13:33.638956
Missour,33.05,-3.9908,2026-09-27,30.7,17.5,0.0,7,22.7,34.9,3,2026-09-21 00:13:33.638956
Sidi Lmokhtar,31.57,-9.01,2026-09-21,38.0,22.4,0.0,0,21.8,37.1,3,2026-09-21 00:13:33.871535
Sidi Lmokhtar,31.57,-9.01,2026-09-22,37.5,20.2,0.0,0,19.8,33.5,1,2026-09-21 00:13:33.871535
Sidi Lmokhtar,31.57,-9.01,2026-09-23,35.8,19.0,0.0,0,19.8,33.5,3,2026-09-21 00:13:33.871535
Sidi Lmokhtar,31.57,-9.01,2026-09-24,35.5,19.3,0.0,0,16.6,30.2,0,2026-09-21 00:13:33.871535
Sidi Lmokhtar,31.57,-9.01,2026-09-25,34.9,20.5,0.0,0,18.0,31.0,3,2026-09-21 00:13:33.871535
Sidi Lmokhtar,31.57,-9.01,2026-09-26,31.8,19.6,0.0,0,21.4,38.5,3,2026-09-21 00:13:33.871535
Sidi Lmokhtar,31.57,-9.01,2026-09-27,31.1,18.4,0.0,3,19.7,31.7,3,2026-09-21 00:13:33.871535
Douar Toulal,33.8951,-5.6021,2026-09-21,35.9,21.0,0.0,0,16.9,38.2,2,2026-09-21 00:13:34.083431
Douar Toulal,33.8951,-5.6021,2026-09-22,33.6,18.4,0.0,0,14.7,33.5,3,2026-09-21 00:13:34.083431
Douar Toulal,33.8951,-5.6021,2026-09-23,34.3,18.2,0.0,0,15.0,34.2,3,2026-09-21 00:13:34.083431
Douar Toulal,33.8951,-5.6021,2026-09-24,34.9,18.1,0.0,0,14.6,33.5,0,2026-09-21 00:13:34.083431
Douar Toulal,33.8951,-5.6021,2026-09-25,35.7,17.8,0.0,0,17.1,38.2,3,2026-09-21 00:13:34.083431
Douar Toulal,33.8951,-5.6021,2026-09-26,33.5,16.3,0.0,0,17.2,33.1,3,2026-09-21 00:13:34.083431
Douar Toulal,33.8951,-5.6021,2026-09-27,29.7,18.0,0.0,3,12.7,24.5,3,2026-09-21 00:13:34.083431
Oulad Yaïch,32.4167,-6.3333,2026-09-21,37.4,23.1,0.0,0,13.0,25.2,2,2026-09-21 00:13:34.282964
Oulad Yaïch,32.4167,-6.3333,2026-09-22,36.3,21.7,0.0,0,9.2,18.4,2,2026-09-21 00:13:34.282964
Oulad Yaïch,32.4167,-6.3333,2026-09-23,36.7,20.4,0.0,0,9.2,18.0,0,2026-09-21 00:13:34.282964
Oulad Yaïch,32.4167,-6.3333,2026-09-24,37.3,19.7,0.0,0,8.6,17.3,0,2026-09-21 00:13:34.282964
Oulad Yaïch,32.4167,-6.3333,2026-09-25,37.3,20.1,0.0,0,9.6,24.1,3,2026-09-21 00:13:34.282964
Oulad Yaïch,32.4167,-6.3333,2026-09-26,33.9,24.0,0.0,3,18.4,35.3,3,2026-09-21 00:13:34.282964
Oulad Yaïch,32.4167,-6.3333,2026-09-27,32.3,22.0,0.0,9,16.7,31.7,3,2026-09-21 00:13:34.282964
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-21,34.8,18.5,0.0,3,14.0,26.6,3,2026-09-21 00:13:34.478365
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-22,33.4,16.9,0.0,0,9.4,18.7,2,2026-09-21 00:13:34.478365
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-23,34.2,15.9,0.0,0,10.3,19.8,0,2026-09-21 00:13:34.478365
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-24,34.8,14.9,0.0,0,12.6,24.1,0,2026-09-21 00:13:34.478365
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-25,34.8,14.9,0.0,0,8.9,16.9,3,2026-09-21 00:13:34.478365
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-26,33.3,17.7,0.0,0,15.7,30.2,3,2026-09-21 00:13:34.478365
Zawyat ech Cheïkh,32.6541,-5.9214,2026-09-27,31.5,19.7,0.0,3,18.5,31.3,3,2026-09-21 00:13:34.478365
Imi-n-Tanout,31.177,-8.8504,2026-09-21,34.2,23.8,0.0,0,25.3,43.2,3,2026-09-21 00:13:34.682439
Imi-n-Tanout,31.177,-8.8504,2026-09-22,33.6,22.9,0.0,0,22.7,38.9,1,2026-09-21 00:13:34.682439
Imi-n-Tanout,31.177,-8.8504,2026-09-23,33.1,21.3,0.0,0,17.4,29.5,3,2026-09-21 00:13:34.682439
Imi-n-Tanout,31.177,-8.8504,2026-09-24,32.1,21.4,0.0,0,18.1,30.6,0,2026-09-21 00:13:34.682439
Imi-n-Tanout,31.177,-8.8504,2026-09-25,31.9,22.0,0.0,0,20.0,35.3,3,2026-09-21 00:13:34.682439
Imi-n-Tanout,31.177,-8.8504,2026-09-26,29.6,20.0,0.0,0,22.8,38.2,3,2026-09-21 00:13:34.682439
Imi-n-Tanout,31.177,-8.8504,2026-09-27,29.0,18.8,0.0,4,21.7,35.6,3,2026-09-21 00:13:34.682439
Sebt Gzoula,32.1219,-9.0889,2026-09-21,35.1,22.2,0.0,0,14.7,28.4,3,2026-09-21 00:13:34.923892
Sebt Gzoula,32.1219,-9.0889,2026-09-22,37.0,19.6,0.0,0,14.8,28.8,1,2026-09-21 00:13:34.923892
Sebt Gzoula,32.1219,-9.0889,2026-09-23,33.8,18.7,0.0,0,14.2,27.7,3,2026-09-21 00:13:34.923892
Sebt Gzoula,32.1219,-9.0889,2026-09-24,33.8,19.1,0.0,0,14.6,28.8,0,2026-09-21 00:13:34.923892
Sebt Gzoula,32.1219,-9.0889,2026-09-25,34.8,19.3,0.0,0,15.9,32.0,3,2026-09-21 00:13:34.923892
Sebt Gzoula,32.1219,-9.0889,2026-09-26,30.1,20.0,0.0,0,16.0,31.7,45,2026-09-21 00:13:34.923892
Sebt Gzoula,32.1219,-9.0889,2026-09-27,30.8,17.8,0.0,5,16.1,29.5,45,2026-09-21 00:13:34.923892
Tifariti,26.158,-10.567,2026-09-21,39.9,27.9,0.0,0,26.5,42.8,3,2026-09-21 00:13:35.285100
Tifariti,26.158,-10.567,2026-09-22,38.9,27.0,0.0,0,21.6,36.0,3,2026-09-21 00:13:35.285100
Tifariti,26.158,-10.567,2026-09-23,39.2,26.6,0.0,0,20.4,31.3,3,2026-09-21 00:13:35.285100
Tifariti,26.158,-10.567,2026-09-24,38.8,25.6,0.0,0,25.2,38.5,3,2026-09-21 00:13:35.285100
Tifariti,26.158,-10.567,2026-09-25,38.6,23.4,0.0,0,22.6,40.0,3,2026-09-21 00:13:35.285100
Tifariti,26.158,-10.567,2026-09-26,38.0,26.9,0.4,2,20.3,34.2,51,2026-09-21 00:13:35.285100
Tifariti,26.158,-10.567,2026-09-27,30.3,22.5,2.2,2,28.3,45.4,53,2026-09-21 00:13:35.285100
